;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
20010;;2.756826;5.041426;3.465654
16003;;2.768075;5.071878;3.463877
21002; Crosover vs 21003|;2.746665;5.016484;3.463341
19001; Crosover vs 19010|;2.743971;5.009965;3.462397
20006;;2.738298;4.996701;3.459942
7003;;2.78127;5.110246;3.458122
18003; Crosover vs 18005|;2.731939;4.982302;3.456672
18001; Crosover vs 18009|;2.780077;5.110832;3.45303
13003;;2.745173;5.020081;3.452334
19007; Crosover vs 19008|;2.77694;5.103607;3.451241
18010;;2.781693;5.117588;3.44894
21003; Crosover vs 21002| BlueNoize |;2.566803;4.714275;3.197437
21005; Shift |;2.896083;5.830926;2.812977
21007; Crosover vs 21009| Shift |;2.888799;5.814219;2.80582
21004; Shift |;2.895629;5.834811;2.805067
21006; BlueNoize | Shift |;2.668731;5.375548;2.586549
21010; Crosover vs 21001| Shift |;3.098698;6.619545;2.357809
21001; Shift | Crosover vs 21010|;2.819561;6.163079;1.963028
21008; FlikkerNoize |;2.43413;5.49882;1.270292
21009; Crosover vs 21007| FlikkerNoize |;2.433998;5.504768;1.258945
