;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7003;;2.78127;5.110246;3.458122
13003;;2.745173;5.020081;3.452334
14007;;2.80796;5.200952;3.421563
10010; Crosover vs 10006| Crosover vs 10005|;2.715319;4.962277;3.420883
14003; Crosover vs 14010|;2.808113;5.214298;3.401746
12002;;2.699378;4.940684;3.391241
8009;;2.718873;4.99761;3.38275
6006; Crosover vs 6003| Shift |;2.671623;4.872421;3.382284
9002;;2.786113;5.182143;3.368346
11006;;2.729924;5.043722;3.356659
14009; Crosover vs 14001|;2.817177;5.294927;3.324354
6001; Crosover vs 6010| Shift |;2.732324;5.07829;3.314335
4002;;2.757654;5.148109;3.291788
14008; Crosover vs 14010| Shift |;2.851795;5.494789;3.191785
14001; Crosover vs 14009| Shift |;2.76324;5.343797;3.077489
14004; BlueNoize | Shift | Crosover vs 14005|;2.880384;5.705414;2.92834
14006; FlikkerNoize |;2.894127;6.269757;2.084881
14010; Crosover vs 14003| Crosover vs 14008| FlikkerNoize |;2.886643;6.252197;2.080746
14005; Crosover vs 14004| Shift |;2.52453;5.360765;2.072215
14002; FlikkerNoize | Shift |;2.780699;6.236684;1.66626
