;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
62002; Crosover vs 62006|;2.770007;5.06621;3.481192
46006; Crosover vs 46008|;2.770151;5.066568;3.481192
62007;;2.769985;5.066155;3.481191
59007; Crosover vs 59002|;2.769978;5.066137;3.481191
59002; Crosover vs 59004| Crosover vs 59007|;2.769992;5.066171;3.481191
62009; Crosover vs 62010|;2.769983;5.06615;3.481191
62004;;2.770091;5.06642;3.48119
56004; Crosover vs 56001|;2.769886;5.065908;3.48119
60007;;2.769937;5.066034;3.48119
58006;;2.769987;5.06616;3.481189
58003;;2.770032;5.066271;3.481189
62008;;2.769952;5.066073;3.481189
62006; Crosover vs 62002|;2.770016;5.066232;3.481188
60003;;2.76995;5.066069;3.481187
60009;;2.76995;5.066069;3.481187
53001;;2.769913;5.065975;3.481187
62005; BlueNoize |;2.528808;4.62135;3.186339
62003; Shift |;2.892187;5.868099;2.759401
62010; Crosover vs 62009| Shift |;2.892164;5.868065;2.759366
62001; Shift |;2.892151;5.86815;2.759198
