;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
82003;;2.770005;5.066205;3.481194
87002; Crosover vs 87009|;2.770005;5.066205;3.481194
69007;;2.770006;5.066207;3.481193
86007;;2.770006;5.066206;3.481193
85004;;2.770005;5.066205;3.481193
86005;;2.770006;5.066206;3.481193
86009;;2.770006;5.066206;3.481193
84007;;2.770005;5.066204;3.481193
76003; Crosover vs 76009| Crosover vs 76010|;2.770005;5.066203;3.481193
81010; Crosover vs 81001|;2.770007;5.066209;3.481193
81009; Crosover vs 81001|;2.770005;5.066203;3.481193
87008; Crosover vs 87010|;2.770005;5.066203;3.481192
87004; Crosover vs 87009|;2.770004;5.066202;3.481192
87010; Crosover vs 87001| Crosover vs 87008| Shift |;2.770856;5.074826;3.474663
87001; Crosover vs 87010| Shift |;2.770855;5.074823;3.474662
87003; Crosover vs 87009| Shift |;2.770855;5.074823;3.474662
87005; Shift |;2.770855;5.074823;3.474662
87006; Shift |;2.770856;5.074825;3.474662
87007; Shift |;2.770856;5.074825;3.474662
87009; Crosover vs 87002| Crosover vs 87003| Crosover vs 87004| FlikkerNoize |;2.461808;5.517052;1.415017
