;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
1015;;2.989318;5.920387;3.068125
2001;;2.662059;5.078531;3.035731
1013;;3.330408;6.936583;2.809298
2004;;2.258567;4.225621;2.717426
2007;;2.482679;5.026343;2.369831
1020;;1.982358;3.727446;2.360769
1012;;3.238104;6.981496;2.302773
2010;;2.482223;5.092857;2.287135
1003;;1.922185;3.629318;2.271329
2002;;2.397752;4.860314;2.26786
1011;;2.647851;5.477746;2.254161
1006;;1.986392;3.826982;2.241267
1016;;2.056514;4.021486;2.220289
1007;;2.524275;5.256367;2.141647
1019;;3.184251;6.991042;2.077512
2005;;3.286529;7.315882;1.948014
2003;;2.912889;6.645805;1.526397
2009;;3.106511;7.11429;1.523058
2006;;3.106511;7.11429;1.523058
2008;;3.106511;7.11429;1.523058
