;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
29007;;2.769261;5.064646;3.480712
34002; Crosover vs 34006|;2.753603;5.026347;3.477782
31007;;2.768933;5.065745;3.477113
35008;;2.761564;5.047263;3.477044
27003; Crosover vs 27006| Shift |;2.754292;5.032638;3.469547
28006;;2.7554;5.035919;3.468906
27010; Crosover vs 27001| Shift |;2.756307;5.038915;3.467934
33008; Crosover vs 33009|;2.750802;5.025295;3.467625
27007; Crosover vs 27009|;2.763832;5.058682;3.466713
28004;;2.763249;5.057346;3.466467
22007;;2.762656;5.056001;3.466198
35001; Shift |;2.912124;5.889771;2.785773
35009; Shift |;2.912853;5.908326;2.762978
35007; Crosover vs 35010| Shift |;2.897218;5.879033;2.744721
35004; BlueNoize | Shift |;2.729468;5.534692;2.590747
35005; Crosover vs 35003|;2.462132;5.148914;2.130408
35003; FlikkerNoize | Crosover vs 35005|;2.812534;6.200723;1.882855
35002; FlikkerNoize |;2.435567;5.57093;1.213553
35006; FlikkerNoize |;2.436357;5.57634;1.203714
35010; Crosover vs 35007| FlikkerNoize |;2.43797;5.588451;1.178261
