;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
82003;;2.770005;5.066205;3.481194
87002; Crosover vs 87009|;2.770005;5.066205;3.481194
90007; Crosover vs 90009|;2.770006;5.066206;3.481193
69007;;2.770006;5.066207;3.481193
86007;;2.770006;5.066206;3.481193
85004;;2.770005;5.066205;3.481193
86005;;2.770006;5.066206;3.481193
86009;;2.770006;5.066206;3.481193
76003; Crosover vs 76009| Crosover vs 76010|;2.770005;5.066203;3.481193
84007;;2.770005;5.066204;3.481193
81010; Crosover vs 81001|;2.770007;5.066209;3.481193
90002; Shift |;2.811359;5.350581;3.247796
90001; Crosover vs 90009| Shift |;2.811359;5.350583;3.247795
90006; BlueNoize |;2.550902;4.664087;3.206812
90010; Crosover vs 90003|;2.63372;4.938616;3.154327
90003; Shift | Crosover vs 90010|;3.007335;5.913064;3.124525
90009; Crosover vs 90001| Crosover vs 90007| BlueNoize | Shift |;2.588936;4.924837;2.993402
90008; FlikkerNoize | Shift |;2.762797;6.293361;1.422063
90004; FlikkerNoize |;2.731639;6.270491;1.309694
90005; FlikkerNoize |;2.731639;6.27049;1.309693
