;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
7003;;2.78127;5.110246;3.458122
6006; Crosover vs 6003| Shift |;2.671623;4.872421;3.382284
6001; Crosover vs 6010| Shift |;2.732324;5.07829;3.314335
4002;;2.757654;5.148109;3.291788
6007; Crosover vs 6010| Crosover vs 6010|;2.734832;5.096958;3.286936
5010;;2.798778;5.268483;3.284067
5001;;2.871328;5.461802;3.283614
5006;;2.788397;5.24055;3.282189
6010; Crosover vs 6001| Crosover vs 6007| Crosover vs 6007|;2.742679;5.128172;3.273299
7006; Crosover vs 7007|;2.874623;5.480658;3.267691
5003;;2.778915;5.232343;3.262594
5008;;2.778915;5.232343;3.262594
7010; BlueNoize |;2.604856;4.820072;3.189788
7007; Crosover vs 7006| BlueNoize |;2.562785;4.754791;3.13163
7002; BlueNoize |;2.59251;4.867057;3.065132
7008; BlueNoize | Shift |;2.623013;4.967357;3.062006
7001; FlikkerNoize | Shift |;1.786553;3.731301;1.490678
7005; Crosover vs 7004| Shift |;1.971238;4.324981;1.390012
7009; FlikkerNoize |;2.087632;4.778047;1.02937
7004; FlikkerNoize | Shift | Crosover vs 7005|;2.785715;6.580838;0.8724154
