Generathion:;#38
ID = ;35001;28006;37004;33005;14005;36008;37010;38003;25010;29002;30008;38008;38009;38002;38006;38007;38005;38001;38004;38010;FURIER ID = ;35001;28006;37004;33005;14005;36008;37010;38003;25010;29002;30008;38008;38009;38002;38006;38007;38005;38001;38004;38010;
father ID = ;27009;23005;30005;24004;11005;33005;14005;33005;23005;25010;25010;36008;37004;37004;14005;25010;36008;37004;14005;37010;father ID = ;27009;23005;30005;24004;11005;33005;14005;33005;23005;25010;25010;36008;37004;37004;14005;25010;36008;37004;14005;37010;
mother ID = ;29002;24004;36008;27009;11004;29002;29002;30008;14005;23005;27002;33005;30008;37010;28006;14005;25010;33005;35001;36008;mother ID = ;29002;24004;36008;27009;11004;29002;29002;30008;14005;23005;27002;33005;30008;37010;28006;14005;25010;33005;35001;36008;
Mutation = ; Crosover vs 35009|; Crosover vs 28005| Crosover vs 28010|; Crosover vs 37006|; Crosover vs 33009| Crosover vs 33006|;;;;;;;; BlueNoize |; BlueNoize |; Shift |; BlueNoize | Shift |; FlikkerNoize |; FlikkerNoize |; FlikkerNoize |; FlikkerNoize | Shift |; FlikkerNoize | Shift |;Mutation = ;
0.06608599;0.06513954;0.06505261;0.0654345;0.06368873;0.06544585;0.06457365;0.06506853;0.06486827;0.06545699;0.06470215;0.05991215;0.05939061;0.1088163;0.1580451;-0.236914;-0.2366344;-0.2366205;0.09123389;0.09122007;;;;;;;;;;;;;;;;;;;;;;
0.07793373;0.07719192;0.07710947;0.0774493;0.07576586;0.07740726;0.07656637;0.07709488;0.07683278;0.077365;0.07673996;0.08040808;0.07994016;0.1203506;0.0568817;-0.2294708;-0.2292187;-0.2291584;0.08562823;0.08579126;;;;;;;;;;;;;;;;;;;;;;
0.06960377;0.06900049;0.06898285;0.06901243;0.06944966;0.06927454;0.06949391;0.06912307;0.06950827;0.06953645;0.06923326;0.05108882;0.05105377;0.127988;0.1958349;-0.2336939;-0.2340096;-0.234293;0.08973388;0.08990659;;;;;;;;;;;;;;;;;;;;;;
0.06671913;0.06606603;0.0660473;0.06608712;0.06650917;0.06636222;0.06657398;0.06619494;0.0665952;0.06663714;0.06630234;0.09565689;0.09560641;0.1158317;0.08000595;-0.2355062;-0.2358152;-0.2361099;0.07884074;0.07883925;;;;;;;;;;;;;;;;;;;;;;
0.08183466;0.0811602;0.08107924;0.08140523;0.0797423;0.08134562;0.08051502;0.08105461;0.08077215;0.08128576;0.08070347;0.0326423;0.03219465;0.1075724;0.08959048;-0.2270201;-0.2267771;-0.2267015;0.07388099;0.07387767;;;;;;;;;;;;;;;;;;;;;;
0.09226838;0.09177414;0.0916971;0.09198607;0.09037805;0.09187944;0.09107642;0.09164563;0.0913087;0.09177255;0.09130459;0.08470856;0.08430649;0.1177776;0.0825961;-0.2204652;-0.2202465;-0.22013;0.08044074;0.08059888;;;;;;;;;;;;;;;;;;;;;;
0.08252438;0.08214425;0.08213149;0.08211521;0.08262043;0.0823191;0.08257261;0.08223845;0.08255621;0.08252276;0.08236115;0.09334356;0.09336602;0.124086;0.1050848;-0.2255767;-0.2259224;-0.2261552;0.06897753;0.06912053;;;;;;;;;;;;;;;;;;;;;;
0.0774622;0.07699462;0.07697996;0.07698165;0.07746023;0.07720836;0.07744849;0.07709994;0.07744414;0.07743484;0.07721774;0.1202255;0.1202234;0.1107699;0.1127785;-0.2287569;-0.2290909;-0.2293435;0.04574972;0.04569146;;;;;;;;;;;;;;;;;;;;;;
0.09287517;0.09239139;0.0923146;0.0926014;0.09099657;0.09249204;0.09169062;0.09226155;0.09192146;0.09238242;0.0919211;0.04123842;0.04084124;0.1013507;0.1306624;-0.2200839;-0.2198667;-0.2197478;0.05268216;0.05260321;;;;;;;;;;;;;;;;;;;;;;
0.129656;0.1298075;0.1297446;0.1299008;0.1284895;0.1296258;0.1289215;0.1295969;0.1290648;0.1293503;0.129292;0.08527644;0.08504664;0.1107476;0.1250931;-0.1969767;-0.196845;-0.1965821;0.1156397;0.1157154;;;;;;;;;;;;;;;;;;;;;;
