;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
50007;;2.861791;4.953327;3.972596
51005;;2.861791;4.953327;3.972596
51006;;2.861808;4.953385;3.972575
48006;;2.861825;4.953443;3.972553
39001; Crosover vs 39009|;2.861761;4.953313;3.972524
49007; Crosover vs 49002|;2.861804;4.953454;3.97248
41004; Crosover vs 41003|;2.861827;4.953516;3.972465
49010; Crosover vs 49008|;2.861824;4.953517;3.972455
46003; Crosover vs 46009| Crosover vs 46006|;2.861823;4.953521;3.972446
47008; Crosover vs 47010|;2.861829;4.953545;3.97244
44002; Crosover vs 44006|;2.861832;4.953557;3.972437
51009; BlueNoize |;2.670584;4.634765;3.693025
51007; Shift |;2.719468;5.307952;2.973065
51002; Shift |;2.719466;5.307966;2.973039
51001; Shift |;2.719467;5.307969;2.973038
51008; BlueNoize | Shift |;2.551062;4.984661;2.77989
51010; Crosover vs 51003| Shift |;2.907873;6.125749;2.425126
51003; Shift | Crosover vs 51010|;2.788967;5.904642;2.26717
51004; FlikkerNoize | Shift |;2.293371;5.002665;1.64545
