;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
19002;;2.831464;4.885349;3.951193
23009;;2.831718;4.887465;3.949427
22005;;2.831968;4.889601;3.947604
20008;;2.832054;4.890728;3.94647
22003; Crosover vs 22004|;2.831631;4.890872;3.944526
19001;;2.832453;4.893957;3.943777
22004; Crosover vs 22003|;2.830472;4.890141;3.942022
19010;;2.832613;4.896317;3.941298
20010;;2.830052;4.890321;3.94005
21003; Crosover vs 21005|;2.829414;4.889171;3.939016
20005;;2.888571;5.046722;3.938873
23005; Crosover vs 23007|;2.890104;5.064244;3.926989
23004; Shift |;2.765113;5.020804;3.555052
23006; BlueNoize | Shift |;2.583897;4.709165;3.300729
23003; Shift | Crosover vs 23008|;2.936068;6.095232;2.557496
23008; Crosover vs 23003|;2.817586;5.948106;2.279986
23002; FlikkerNoize |;2.671434;5.693832;2.131816
23007; Crosover vs 23005| FlikkerNoize |;2.656011;5.691358;2.082023
23010; FlikkerNoize | Shift |;2.506325;5.651164;1.428563
23001; FlikkerNoize | Shift |;2.506991;5.653478;1.427486
