;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
1005;;3.008151;5.764991;3.409441
1009;;3.040802;5.8868;3.301219
1015;;2.88307;5.71406;3.018423
1011;;2.88307;5.71406;3.018423
1007;;2.88307;5.71406;3.018423
1016;;3.092073;6.340117;2.808843
1012;;1.944878;3.578983;2.437129
1001;;1.974907;3.664202;2.42565
1004;;1.902832;3.543755;2.317544
1002;;2.069871;4.065629;2.136419
1017;;1.989969;3.927768;2.111923
1013;;3.030828;6.685529;1.987658
1019;;2.549713;5.510303;1.88515
1008;;2.549713;5.510303;1.88515
1010;;2.831424;6.218515;1.875637
1006;;2.817187;6.232724;1.820905
1018;;2.948176;6.591268;1.759293
1014;;2.850303;6.357994;1.740272
1003;;2.850303;6.357994;1.740272
1020;;2.605052;5.735905;1.722949
