;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
4001;;2.977201;5.450343;3.707419
8009;;2.975876;5.450805;3.701493
7006;;2.973252;5.459867;3.680791
7002;;2.973252;5.459867;3.680791
3010;;2.935745;5.366249;3.670226
8006; Crosover vs 8008|;2.991587;5.516782;3.661606
2003;;3.00465;5.581055;3.625929
8003; Crosover vs 8010|;2.975504;5.511193;3.620746
8002; Crosover vs 8007| Crosover vs 8007|;2.95396;5.461464;3.618598
6006; Crosover vs 6008|;2.939128;5.475019;3.551332
9009; BlueNoize |;2.795543;5.134316;3.458806
9007; Crosover vs 9005| BlueNoize |;2.815265;5.197505;3.440591
9002; Crosover vs 9004| Shift |;2.749075;5.19848;3.238236
9006; Shift |;2.75196;5.267889;3.142931
9005; Crosover vs 9007| Shift |;2.746614;5.285696;3.097235
9008; BlueNoize | Shift |;2.584342;4.902359;3.021245
9010; FlikkerNoize |;2.604513;5.429308;2.184744
9004; Crosover vs 9002| FlikkerNoize | Shift |;2.576737;5.638018;1.806372
9001; FlikkerNoize | Shift |;2.566648;5.617554;1.797612
9003; FlikkerNoize | Shift |;2.547012;5.582752;1.769303
