;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
4001;;2.977201;5.450343;3.707419
7006;;2.973252;5.459867;3.680791
7002;;2.973252;5.459867;3.680791
3010;;2.935745;5.366249;3.670226
2003;;3.00465;5.581055;3.625929
6006; Crosover vs 6008|;2.939128;5.475019;3.551332
4006;;2.976072;5.59398;3.516206
6007;;2.924531;5.463243;3.515597
7008;;2.913396;5.436338;3.512037
4007;;2.941517;5.510036;3.510537
4008;;2.941517;5.510036;3.510537
4010;;2.90063;5.408154;3.503546
3006;;2.837406;5.243168;3.488401
7005; BlueNoize |;2.76823;5.069627;3.446845
7009; BlueNoize |;2.735247;5.047646;3.36279
7007; Crosover vs 7010| Shift |;2.768384;5.359696;3.092101
7010; Crosover vs 7007| BlueNoize | Shift |;2.578825;4.995294;2.872713
7001; FlikkerNoize | Shift |;2.703814;5.73584;2.161659
7004; Crosover vs 7003| Shift |;2.761016;5.963456;2.095375
7003; BlueNoize | Shift | Crosover vs 7004|;2.584032;5.722387;1.690302
