;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
48006;;2.861825;4.953443;3.972553
39001; Crosover vs 39009|;2.861761;4.953313;3.972524
41004; Crosover vs 41003|;2.861827;4.953516;3.972465
46003; Crosover vs 46009| Crosover vs 46006|;2.861823;4.953521;3.972446
47008; Crosover vs 47010|;2.861829;4.953545;3.97244
44002; Crosover vs 44006|;2.861832;4.953557;3.972437
48003; Crosover vs 48007|;2.861827;4.953575;3.972402
43009;;2.861818;4.953576;3.972367
46007;;2.860287;4.9493;3.972333
37008; Crosover vs 37010|;2.861808;4.953634;3.972267
45009;;2.858794;4.945189;3.972067
48009; BlueNoize |;2.661087;4.5965;3.705674
48001; BlueNoize |;2.661088;4.596515;3.705659
48005; Crosover vs 48004| Shift |;2.734513;5.339371;2.972908
48004; Crosover vs 48005| Shift |;2.734659;5.34261;2.968771
48010; BlueNoize | Shift |;2.547589;4.96993;2.777351
48008; FlikkerNoize |;2.662815;5.718136;2.027545
48007; Crosover vs 48003| FlikkerNoize | Shift |;2.756892;6.112318;1.733908
48002; FlikkerNoize | Shift |;2.756631;6.112926;1.731542
