;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
19002;;2.831464;4.885349;3.951193
28010;;2.83156;4.886142;3.950537
32010;;2.831568;4.886207;3.950482
32007; Crosover vs 32005| Crosover vs 32008|;2.831575;4.886271;3.950428
31008;;2.831576;4.886273;3.950427
32005; Crosover vs 32007|;2.831584;4.886303;3.950426
29010; Crosover vs 29005|;2.831595;4.886343;3.95042
24007;;2.831591;4.886405;3.950317
32008; Crosover vs 32007|;2.831615;4.886623;3.950123
30002; Crosover vs 30010| Crosover vs 30004|;2.831663;4.88694;3.949904
26003;;2.831655;4.886935;3.949874
31009;;2.831687;4.887199;3.949651
31003; Crosover vs 31004|;2.831695;4.887248;3.949624
27003;;2.831718;4.887465;3.949427
32002; BlueNoize | Crosover vs 32009|;2.70691;4.698359;3.741864
32003; Shift |;2.819224;5.320829;3.338529
32001; Crosover vs 32009| Shift |;2.819221;5.320885;3.338477
32009; Crosover vs 32001| Crosover vs 32002| Shift |;2.714825;5.128344;3.208435
32004; FlikkerNoize | Shift |;2.370362;5.249444;1.404017
32006; FlikkerNoize |;2.403117;5.51914;1.172091
