;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39001; Crosover vs 39009|;2.861761;4.953313;3.972524
41004; Crosover vs 41003|;2.861827;4.953516;3.972465
46003; Crosover vs 46009| Crosover vs 46006|;2.861823;4.953521;3.972446
44002; Crosover vs 44006|;2.861832;4.953557;3.972437
43009;;2.861818;4.953576;3.972367
46007;;2.860287;4.9493;3.972333
37008; Crosover vs 37010|;2.861808;4.953634;3.972267
45009;;2.858794;4.945189;3.972067
44006; Crosover vs 44002|;2.858756;4.945222;3.971928
41007; Crosover vs 41008|;2.855559;4.936653;3.971129
42006;;2.85552;4.936679;3.97098
39005;;2.861748;4.95463;3.970931
46001; Crosover vs 46009| Shift |;2.855174;5.330645;3.459855
46006; Crosover vs 46003| Shift |;2.85517;5.330724;3.459732
46010; Shift |;2.853537;5.326358;3.459556
46008; Shift |;2.853534;5.326456;3.459411
46005; Crosover vs 46004| Shift |;2.698122;5.477238;2.661488
46004; FlikkerNoize | Crosover vs 46005|;2.791984;6.071849;2.082318
46002; FlikkerNoize |;2.614132;5.880528;1.533806
46009; Crosover vs 46001| Crosover vs 46003| FlikkerNoize | Shift |;2.563633;5.786342;1.474363
