;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
63004; Crosover vs 63005|;2.861808;4.953294;3.972684
61008; Crosover vs 61001|;2.861803;4.953284;3.972682
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
63009;;2.861815;4.953335;3.972657
62001;;2.861812;4.95333;3.972651
63010;;2.861811;4.953331;3.97265
64004; Crosover vs 64008|;2.861807;4.953322;3.972648
62010;;2.86181;4.953329;3.972647
58009; Crosover vs 58005|;2.861801;4.95331;3.972644
65003; Crosover vs 65004| Crosover vs 65009|;2.861808;4.95333;3.972643
62009;;2.861802;4.953316;3.972641
65010; BlueNoize |;2.672336;4.631609;3.702773
65006; BlueNoize |;2.672334;4.631613;3.702763
65009; Crosover vs 65003| Shift |;2.754731;5.26719;3.178048
65002; Shift |;2.754734;5.26723;3.178009
65008; Crosover vs 65004|;2.959268;5.882271;2.982574
65007; BlueNoize | Shift |;2.580153;4.935549;2.975821
65004; Crosover vs 65003| Shift | Crosover vs 65008|;2.753627;6.035917;1.879591
65001; FlikkerNoize |;2.37157;5.375459;1.237078
65005; FlikkerNoize |;2.371562;5.375451;1.237055
