;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
63004; Crosover vs 63005|;2.861808;4.953294;3.972684
61008; Crosover vs 61001|;2.861803;4.953284;3.972682
66010;;2.861809;4.95331;3.97267
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
66001; Crosover vs 66008|;2.861808;4.953311;3.972663
63009;;2.861815;4.953335;3.972657
66007; Crosover vs 66009|;2.861811;4.953327;3.972653
62001;;2.861812;4.95333;3.972651
63010;;2.861811;4.953331;3.97265
64004; Crosover vs 64008|;2.861807;4.953322;3.972648
62010;;2.86181;4.953329;3.972647
58009; Crosover vs 58005|;2.861801;4.95331;3.972644
65003; Crosover vs 65004| Crosover vs 65009|;2.861808;4.95333;3.972643
66003; Shift |;2.759083;5.330419;3.088685
66004; Shift |;2.759082;5.330423;3.088675
66005; Shift | Crosover vs 66006|;2.959678;5.910079;2.900217
66009; Crosover vs 66007| BlueNoize | Shift |;2.537177;4.905972;2.834096
66002; BlueNoize | Shift |;2.537178;4.905979;2.834087
66006; Crosover vs 66005|;2.856223;5.982522;2.392522
66008; Crosover vs 66001| FlikkerNoize |;2.415096;5.33356;1.525149
