;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
4001;;2.977201;5.450343;3.707419
3010;;2.935745;5.366249;3.670226
2003;;3.00465;5.581055;3.625929
4006;;2.976072;5.59398;3.516206
4008;;2.941517;5.510036;3.510537
4007;;2.941517;5.510036;3.510537
4010;;2.90063;5.408154;3.503546
3006;;2.837406;5.243168;3.488401
4005;;2.767716;5.056656;3.480636
3003;;2.925676;5.521374;3.444
5010; Crosover vs 5003|;2.892098;5.599276;3.206511
5004; Shift |;2.721634;5.333741;2.950084
5007; Shift |;2.75336;5.483786;2.846148
5009; Crosover vs 5003|;2.912836;5.995223;2.717544
5005; FlikkerNoize | Shift |;2.223849;4.756161;1.782859
5003; Shift | Crosover vs 5009| Crosover vs 5010|;2.583107;5.664882;1.731944
5008; FlikkerNoize |;2.30817;5.138727;1.442847
5006; FlikkerNoize |;2.290925;5.108239;1.414991
5002; FlikkerNoize |;2.318117;5.206737;1.36891
5001; FlikkerNoize |;2.266128;5.074008;1.362883
