;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
54002; Crosover vs 54006|;2.861806;4.953332;3.972633
52001;;2.861806;4.953333;3.972631
53002; Crosover vs 53005|;2.861802;4.953339;3.972607
55009;;2.861791;4.953325;3.972597
50007;;2.861791;4.953327;3.972596
51005;;2.861791;4.953327;3.972596
54006; Crosover vs 54002|;2.861813;4.95338;3.972594
55007;;2.8618;4.953356;3.972585
51006;;2.861808;4.953385;3.972575
53004;;2.861776;4.95332;3.97256
48006;;2.861825;4.953443;3.972553
55006; BlueNoize |;2.707986;4.689828;3.755178
55005; Crosover vs 55003| Crosover vs 55008| Shift |;2.759589;5.016914;3.544322
55008; Crosover vs 55005| BlueNoize | Shift |;2.620635;4.770086;3.358932
55003; Crosover vs 55005| Shift | Crosover vs 55010|;2.812197;5.938426;2.327871
55004; FlikkerNoize |;2.744146;6.002747;1.876173
55002; FlikkerNoize |;2.744152;6.002754;1.876172
55010; Crosover vs 55003| Shift |;2.773895;6.125264;1.852333
55001; FlikkerNoize | Shift |;2.565662;6.085487;0.9104567
