;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
92006; Crosover vs 92007|;2.861807;4.953287;3.972688
87007; Crosover vs 87005|;2.861807;4.953288;3.972687
96006; Crosover vs 96004|;2.861807;4.953288;3.972687
91004; Crosover vs 91008|;2.861806;4.953288;3.972687
94005; Crosover vs 94007|;2.861807;4.95329;3.972687
93002;;2.861806;4.953287;3.972687
95002; Crosover vs 95004|;2.861807;4.953288;3.972687
84003; Crosover vs 84009|;2.861806;4.953288;3.972687
96004; Crosover vs 96006|;2.861807;4.953288;3.972687
93008;;2.861806;4.953288;3.972687
96003; Crosover vs 96008|;2.861807;4.953289;3.972687
94006; Crosover vs 94008|;2.861806;4.953288;3.972686
93007; Crosover vs 93004| Crosover vs 93009|;2.861807;4.95329;3.972686
96007; BlueNoize |;2.663891;4.614498;3.692905
96002; BlueNoize |;2.663891;4.614498;3.692904
96005; Shift |;2.70823;5.257476;3.000442
96008; Crosover vs 96003| BlueNoize | Shift |;2.51934;4.895734;2.783791
96010; FlikkerNoize |;2.632965;5.577711;2.153853
96009; FlikkerNoize |;2.632965;5.57771;2.153852
96001; FlikkerNoize | Shift |;2.315109;5.478773;0.7470155
