;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
39001; Crosover vs 39009|;2.861761;4.953313;3.972524
37008; Crosover vs 37010|;2.861808;4.953634;3.972267
39005;;2.861748;4.95463;3.970931
39002; Crosover vs 39003|;2.848395;4.919855;3.966936
39010;;2.848413;4.920553;3.966157
19002;;2.831464;4.885349;3.951193
36004; Shift | Crosover vs 36009|;2.877718;5.014266;3.951075
36001; Crosover vs 36010|;2.83153;4.885881;3.950759
37007;;2.831553;4.886077;3.950593
28010;;2.83156;4.886142;3.950537
40005; BlueNoize |;2.621155;4.576977;3.588955
40003; BlueNoize |;2.591583;4.495795;3.586782
40006; Crosover vs 40007| Shift |;2.695036;5.232499;2.971865
40001; BlueNoize | Shift |;2.473052;4.837811;2.673486
40002; FlikkerNoize |;2.530999;5.771741;1.270504
40010; FlikkerNoize | Shift |;2.50783;5.798635;1.158655
40008; FlikkerNoize | Shift |;2.507213;5.799402;1.152488
40004; FlikkerNoize | Shift |;2.501838;5.795218;1.127728
40009; FlikkerNoize | Shift |;2.501904;5.795481;1.127523
40007; Crosover vs 40006| FlikkerNoize | Shift |;2.501929;5.79567;1.127274
