;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
19002;;2.831464;4.885349;3.951193
19001;;2.832453;4.893957;3.943777
19010;;2.832613;4.896317;3.941298
19005;;2.827641;4.887049;3.935812
19006;;2.827803;4.88944;3.933394
19009;;2.831324;4.899441;3.93264
18007; Shift |;2.99863;5.339937;3.921515
18006; Shift |;2.997127;5.341756;3.913707
19003;;2.977113;5.448915;3.707748
4001;;2.977201;5.450343;3.707419
18005;;2.976857;5.449737;3.706774
19004;;2.976815;5.449264;3.706106
17006;;2.977076;5.451024;3.705432
13006;;2.976328;5.45005;3.704259
19007;;2.976276;5.450572;3.703246
15006;;2.976112;5.450353;3.702987
18009;;2.976537;5.4505;3.702595
19008;;2.976218;5.45048;3.702273
18001; Crosover vs 18008|;2.976218;5.451178;3.702151
8009;;2.975876;5.450805;3.701493
