;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
4001;;2.977201;5.450343;3.707419
8009;;2.975876;5.450805;3.701493
7006;;2.973252;5.459867;3.680791
7002;;2.973252;5.459867;3.680791
3010;;2.935745;5.366249;3.670226
8006; Crosover vs 8008|;2.991587;5.516782;3.661606
10005; Crosover vs 10008|;2.965605;5.481757;3.628686
2003;;3.00465;5.581055;3.625929
8003; Crosover vs 8010|;2.975504;5.511193;3.620746
8002; Crosover vs 8007| Crosover vs 8007|;2.95396;5.461464;3.618598
6006; Crosover vs 6008|;2.939128;5.475019;3.551332
10009; BlueNoize |;2.737415;5.029709;3.379383
10001; BlueNoize |;2.728904;5.015935;3.368845
10008; Crosover vs 10005| BlueNoize | Shift |;2.699663;5.077137;3.208645
10002; FlikkerNoize | Shift |;2.430145;5.482552;1.345519
10004; FlikkerNoize | Shift |;2.41784;5.465726;1.311507
10003; FlikkerNoize | Shift |;2.399387;5.442275;1.254979
10006; FlikkerNoize |;2.562085;6.029705;0.9755158
10010; FlikkerNoize |;2.562085;6.029705;0.9755158
10007; FlikkerNoize |;2.553823;6.00957;0.9751324
