;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
87007; Crosover vs 87005|;2.861807;4.953288;3.972687
91004; Crosover vs 91008|;2.861806;4.953288;3.972687
84003; Crosover vs 84009|;2.861806;4.953288;3.972687
88004;;2.861807;4.95329;3.972686
90006;;2.861806;4.953288;3.972686
91005;;2.861806;4.953288;3.972686
85004; Crosover vs 85002|;2.861807;4.953291;3.972685
89008;;2.861807;4.953292;3.972685
87008;;2.861807;4.953292;3.972685
87005; Crosover vs 87006| Crosover vs 87007|;2.861807;4.953292;3.972685
82002;;2.861807;4.953292;3.972684
84002; Crosover vs 84007| Crosover vs 84005|;2.861806;4.953288;3.972684
91002; BlueNoize | Crosover vs 91010|;2.769326;4.823808;3.806796
91001; Crosover vs 91009| Shift |;2.870327;5.117875;3.801453
91006; Shift |;2.870328;5.117877;3.801453
91009; Crosover vs 91001| Shift |;2.870328;5.117879;3.801449
91010; Crosover vs 91002| Shift |;2.774171;4.973613;3.639827
91007; Shift | Crosover vs 91008|;3.021016;5.825515;3.374721
91008; Crosover vs 91004| Crosover vs 91007| Shift |;2.704017;5.411636;2.763059
91003; FlikkerNoize |;2.794753;6.326565;1.47574
