;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
76005;;2.861807;4.953292;3.972684
63004; Crosover vs 63005|;2.861808;4.953294;3.972684
74003;;2.861806;4.95329;3.972684
61008; Crosover vs 61001|;2.861803;4.953284;3.972682
74006; Crosover vs 74001|;2.861809;4.9533;3.972679
73004;;2.861806;4.953294;3.972678
78001; Crosover vs 78009| Crosover vs 78005|;2.861808;4.9533;3.972676
77009;;2.861809;4.953305;3.972674
70005;;2.861808;4.953302;3.972673
75009;;2.86181;4.953309;3.972672
66010;;2.861809;4.95331;3.97267
78005; Crosover vs 78001| Shift |;2.845841;5.345111;3.40439
78009; Crosover vs 78001| Shift |;2.845842;5.345116;3.404389
78006; Shift |;2.845841;5.345115;3.404388
78010; BlueNoize | Shift |;2.609335;4.865384;3.165459
78008; Crosover vs 78004|;2.686693;5.366095;2.79262
78004; FlikkerNoize | Crosover vs 78008|;2.874454;6.275636;2.078827
78002; FlikkerNoize |;2.684178;6.043311;1.518251
78003; FlikkerNoize |;2.684178;6.043311;1.518251
78007; FlikkerNoize |;2.684178;6.043312;1.518249
