;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
19002;;2.831464;4.885349;3.951193
36004; Shift | Crosover vs 36009|;2.877718;5.014266;3.951075
36001; Crosover vs 36010|;2.83153;4.885881;3.950759
28010;;2.83156;4.886142;3.950537
35001; Crosover vs 35003|;2.831557;4.886133;3.950533
34001; Crosover vs 34009|;2.831563;4.886173;3.950508
32010;;2.831568;4.886207;3.950482
32007; Crosover vs 32005| Crosover vs 32008|;2.831575;4.886271;3.950428
31008;;2.831576;4.886273;3.950427
32005; Crosover vs 32007|;2.831584;4.886303;3.950426
29010; Crosover vs 29005|;2.831595;4.886343;3.95042
35010;;2.831575;4.886293;3.950394
36009; Crosover vs 36004| Shift |;2.784018;4.802076;3.894849
36003; BlueNoize |;2.634087;4.552439;3.66593
36006; BlueNoize |;2.634088;4.552448;3.665917
36010; Crosover vs 36001| BlueNoize | Shift |;2.633418;4.550771;3.665709
36005; BlueNoize | Shift |;2.633429;4.550811;3.665702
36008; Crosover vs 36002|;2.796051;5.457527;3.066238
36002; FlikkerNoize | Crosover vs 36008|;2.865291;6.103598;2.346477
36007; FlikkerNoize | Shift |;2.757032;5.971364;2.053455
