;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
37008; Crosover vs 37010|;2.861808;4.953634;3.972267
19002;;2.831464;4.885349;3.951193
36004; Shift | Crosover vs 36009|;2.877718;5.014266;3.951075
36001; Crosover vs 36010|;2.83153;4.885881;3.950759
37007;;2.831553;4.886077;3.950593
28010;;2.83156;4.886142;3.950537
35001; Crosover vs 35003|;2.831557;4.886133;3.950533
34001; Crosover vs 34009|;2.831563;4.886173;3.950508
32010;;2.831568;4.886207;3.950482
32007; Crosover vs 32005| Crosover vs 32008|;2.831575;4.886271;3.950428
38008; BlueNoize |;2.615748;4.522217;3.638567
38010; BlueNoize |;2.615749;4.522223;3.638558
38003; Crosover vs 38005| Shift |;2.7595;4.966691;3.608594
38002; Shift |;2.755047;4.97621;3.577762
38007; BlueNoize | Shift |;2.558808;4.651647;3.286201
38005; Crosover vs 38003| BlueNoize | Shift |;2.558815;4.651676;3.286189
38009; Crosover vs 38001|;2.758927;5.986598;2.094031
38001; FlikkerNoize | Crosover vs 38009|;2.792992;6.144856;1.963076
38006; FlikkerNoize |;2.514955;5.640187;1.463955
38004; FlikkerNoize | Shift |;2.58833;6.071442;1.025295
