;;Фитнесс1;Фитнесс2;Фитнесс3
Фильтр Id;Была ли мутация?;Среднее среди СРЕДНИХ разниц;Среднее среди MAX разниц;Среднее среди ABS(ABS(МАКС) -ABS(МАКС))
47003; Crosover vs 47004|;2.86182;4.953341;3.972666
52001;;2.861806;4.953333;3.972631
50007;;2.861791;4.953327;3.972596
51005;;2.861791;4.953327;3.972596
51006;;2.861808;4.953385;3.972575
48006;;2.861825;4.953443;3.972553
39001; Crosover vs 39009|;2.861761;4.953313;3.972524
49007; Crosover vs 49002|;2.861804;4.953454;3.97248
41004; Crosover vs 41003|;2.861827;4.953516;3.972465
49010; Crosover vs 49008|;2.861824;4.953517;3.972455
46003; Crosover vs 46009| Crosover vs 46006|;2.861823;4.953521;3.972446
52003; Crosover vs 52002|;2.773731;4.774877;3.88082
52002; BlueNoize | Crosover vs 52003|;2.745777;4.785327;3.771924
52005; BlueNoize |;2.652414;4.590299;3.682848
52009; BlueNoize |;2.652445;4.590384;3.682826
52010; Shift |;2.779739;5.445513;3.004398
52008; Shift |;2.77974;5.445602;3.004286
52006; BlueNoize | Shift |;2.580363;5.057266;2.785898
52004; FlikkerNoize |;2.550514;5.552752;1.817997
52007; FlikkerNoize |;2.550514;5.552757;1.817988
