
Порог 10% от максимального значения;
 ;ИС1;ИС2;
ОС1;19;3;
ОС2;1;17;
Чувствительность = ;95
Специфичность =;85

Порог 20% от максимального значения;
 ;ИС1;ИС2;
ОС1;17;2;
ОС2;3;18;
Чувствительность = ;85
Специфичность =;90

Порог 30% от максимального значения;
 ;ИС1;ИС2;
ОС1;16;0;
ОС2;4;20;
Чувствительность = ;80
Специфичность =;100

Порог 40% от максимального значения;
 ;ИС1;ИС2;
ОС1;14;0;
ОС2;6;20;
Чувствительность = ;70
Специфичность =;100

Порог 50% от максимального значения;
 ;ИС1;ИС2;
ОС1;13;0;
ОС2;7;20;
Чувствительность = ;65
Специфичность =;100

Порог 60% от максимального значения;
 ;ИС1;ИС2;
ОС1;11;0;
ОС2;9;20;
Чувствительность = ;55
Специфичность =;100

Порог 70% от максимального значения;
 ;ИС1;ИС2;
ОС1;9;0;
ОС2;11;20;
Чувствительность = ;45
Специфичность =;100

Порог 80% от максимального значения;
 ;ИС1;ИС2;
ОС1;7;0;
ОС2;13;20;
Чувствительность = ;35
Специфичность =;100

Порог 90% от максимального значения;
 ;ИС1;ИС2;
ОС1;5;0;
ОС2;15;20;
Чувствительность = ;25
Специфичность =;100

Порог 100% от максимального значения;
 ;ИС1;ИС2;
ОС1;1;0;
ОС2;19;20;
Чувствительность = ;5
Специфичность =;100
