1.518465;
2.970811;
4.294843;
5.435642;
6.349185;
7.004505;
7.384524;
7.487103;
7.327538;
6.929769;
6.333854;
5.58431;
4.734201;
3.83597;
2.941966;
2.098731;
1.347464;
0.7172858;
0.2286803;
0.1127978;
1.516594;
2.967248;
4.289877;
5.429845;
6.343058;
6.998363;
7.379133;
7.48201;
7.324894;
6.929397;
6.334834;
5.587311;
4.738246;
3.840945;
2.946943;
2.104117;
1.351444;
0.7197673;
0.2298379;
0.117895;
1.512478;
2.959411;
4.279073;
5.417133;
6.329716;
6.985778;
7.36867;
7.474856;
7.322408;
6.93227;
6.343466;
5.601748;
4.758247;
3.865823;
2.975782;
2.135512;
1.38437;
0.7530682;
0.2634025;
0.09803659;
1.514461;
2.963172;
4.28422;
5.423109;
6.335837;
6.991279;
7.372727;
7.476594;
7.321459;
6.927823;
6.335361;
5.589345;
4.742226;
3.846031;
2.952771;
2.109138;
1.355907;
0.7229045;
0.2320854;
0.1239511;
1.50829;
2.95143;
4.268064;
5.404162;
6.316068;
6.972857;
7.35786;
7.46734;
7.319604;
6.934806;
6.351791;
5.615917;
4.778043;
3.890517;
3.004621;
2.166803;
1.417481;
0.7867451;
0.2975928;
0.08700383;
1.510623;
2.955847;
4.274089;
5.411126;
6.323172;
6.979233;
7.362635;
7.469491;
7.318947;
6.930648;
6.344073;
5.604337;
4.763428;
3.873166;
2.985209;
2.145828;
1.396412;
0.7661127;
0.2781638;
0.09654152;
1.507922;
2.950709;
4.267019;
5.402825;
6.314467;
6.971008;
7.355748;
7.46496;
7.316854;
6.931498;
6.348066;
5.611191;
4.772774;
3.884207;
2.997035;
2.157396;
1.406874;
0.7744222;
0.2835544;
0.09628841;
1.512834;
2.960028;
4.279771;
5.417659;
6.32977;
6.985048;
7.366841;
7.471981;
7.317874;
6.925934;
6.336006;
5.592885;
4.748605;
3.855605;
2.96556;
2.125191;
1.375289;
0.7454643;
0.2587583;
0.1082866;
1.521785;
2.977047;
4.303329;
5.445069;
6.358341;
7.0126;
7.389534;
7.488433;
7.322433;
6.916634;
6.314117;
5.556592;
4.697884;
3.791631;
2.890179;
2.041042;
1.284829;
0.6531292;
0.1776391;
0.203;
1.507476;
2.949807;
4.265639;
5.400948;
6.312078;
6.968108;
7.352558;
7.462421;
7.313212;
6.927218;
6.344769;
5.60884;
4.770904;
3.883529;
2.997814;
2.160777;
1.4118;
0.7820918;
0.2958799;
0.1025218;
1.216199;
2.524927;
3.664714;
4.664274;
5.488263;
6.110217;
6.513512;
6.692111;
6.651801;
6.406533;
5.9819;
5.408178;
4.723909;
3.96859;
3.183876;
2.410086;
1.683543;
1.035478;
0.4903851;
0.06744559;
1.349221;
2.797478;
4.055321;
5.152793;
6.049834;
6.717213;
7.137539;
7.306267;
7.23075;
6.931275;
6.436733;
5.785143;
5.020004;
4.187588;
3.334601;
2.505085;
1.738425;
1.066751;
0.5144753;
0.1009786;
1.347281;
2.794008;
4.05051;
5.147082;
6.043741;
6.711294;
7.132193;
7.302263;
7.228513;
6.930667;
6.437828;
5.78824;
5.024494;
4.193419;
3.341107;
2.511708;
1.744489;
1.071834;
0.5182462;
0.1045393;
1.197993;
2.489815;
3.615912;
4.605746;
5.425088;
6.048528;
6.458357;
6.646686;
6.623582;
6.394156;
5.991964;
5.438167;
4.771997;
4.032075;
3.25892;
2.49149;
1.76715;
1.116031;
0.5634552;
0.1279491;
1.387153;
2.714751;
3.926672;
4.973432;
5.814954;
6.422712;
6.781262;
6.887295;
6.755168;
6.404643;
5.871401;
5.195349;
4.423635;
3.603928;
2.783401;
2.004924;
1.305851;
0.7140158;
0.2488415;
0.08374994;
0.1470776;
0.3057796;
0.4749295;
0.6417823;
0.782276;
0.8661777;
0.8624755;
0.7436521;
0.4900601;
0.09391002;
0.4492619;
1.114422;
1.876768;
2.696626;
3.526493;
4.314124;
5.008485;
5.560527;
5.930852;
6.081867;
1.028854;
2.023324;
2.95052;
3.780466;
4.487382;
5.050767;
5.456588;
5.697255;
5.772777;
5.690059;
5.463904;
5.11481;
4.670719;
4.164829;
3.636465;
3.130836;
2.696937;
2.380702;
2.207794;
2.162498;
0.4853076;
1.000063;
1.447387;
1.835865;
2.153342;
2.394135;
2.560307;
2.663032;
2.724431;
2.773092;
2.843158;
2.96156;
3.140751;
3.373085;
3.634605;
3.893814;
4.119917;
4.284131;
4.367586;
4.35302;
1.385866;
2.712318;
3.923369;
4.969647;
5.811168;
6.419466;
6.778996;
6.886249;
6.756704;
6.408931;
5.878312;
5.20513;
4.436786;
3.620141;
2.802514;
2.026685;
1.329753;
0.7396977;
0.2761069;
0.06131706;
1.517562;
2.969094;
4.292444;
5.432862;
6.346259;
7.001497;
7.381963;
7.484719;
7.326319;
6.929733;
6.334405;
5.585929;
4.73623;
3.838499;
2.944519;
2.101469;
1.349391;
0.7184516;
0.2291223;
0.1152617;
